StockCode,Description,Total_Quantity_Sold,Total_Revenue,Avg_Price,First_Sale_Date,Last_Sale_Date,Num_Orders,Num_Countries_Sold,SKU_Demand_Velocity,Return_Rate,Average_Daily_Demand,Gross_Quantity,Return_Quantity,Net_Quantity,Product_Lifespan_Days,Safety_Stock,Reorder_Point,Inventory_Gap,Inventory_Status,Recommendation
10002,INFLATABLE POLITICAL GLOBE ,8671,6942.26,0.9791553133514984,2009-12-01,2011-04-18,362,12,38.53777777777778,0.1356928880505936,17.20436507936508,9013.0,1223.0,7790.0,504,120.43055555555556,240.86111111111111,-7549.138888888889,Sufficient Stock,Monitor Stock
10080,GROOVY CACTUS INFLATABLE,315,129.29,0.505,2009-12-02,2011-11-21,27,1,12.115384615384617,0.0,0.4375,597.0,0.0,597.0,720,3.0625,6.125,-590.875,Sufficient Stock,Monitor Stock
10109,BENDY COLOUR PENCILS,4,1.68,0.42,2009-12-03,2009-12-03,1,1,4.0,0.0,4.0,0.0,0.0,0.0,1,28.0,56.0,56.0,Restock Required,Order Immediately
10120,DOGGY RUBBER,664,142.74,0.2401369863013698,2009-12-01,2011-12-04,73,2,10.375,-0.0036057692307692,0.904632152588556,-8320.0,30.0,-8350.0,734,6.332425068119892,12.664850136239783,8362.66485013624,Restock Required,Order Immediately
10125,MINI FUNKY DESIGN TAPES,2103,1715.78,0.930635838150289,2009-12-01,2011-12-09,167,6,16.95967741935484,0.0,2.84573748308525,2151.0,0.0,2151.0,739,19.92016238159675,39.8403247631935,-2111.1596752368064,Sufficient Stock,Monitor Stock
10133,COLOURING PENCILS BROWN TUBE,3837,2373.26,0.7457093425605537,2009-12-01,2011-09-07,289,8,20.409574468085108,0.0052631578947368,5.939628482972136,3800.0,20.0,3780.0,646,41.57739938080495,83.1547987616099,-3696.84520123839,Sufficient Stock,Monitor Stock
10134,COLOURING PENCILS BROWN TUBE,625,721.13,1.2907407407407407,2009-12-03,2010-11-12,52,4,13.88888888888889,0.0167785234899328,1.8115942028985508,596.0,10.0,586.0,345,12.681159420289855,25.36231884057971,-560.6376811594203,Sufficient Stock,Monitor Stock
10135,COLOURING PENCILS BROWN TUBE,4226,4566.21,1.3985626911314983,2009-12-01,2011-12-08,324,7,18.535087719298247,0.0025743037678446,5.726287262872629,4273.0,11.0,4262.0,738,40.0840108401084,80.1680216802168,-4181.831978319783,Sufficient Stock,Monitor Stock
10138,ASSORTED COLOUR JUMBO PEN,261,111.22,0.4776190476190476,2009-12-02,2010-04-20,21,1,14.5,-2.9393939393939394,1.8642857142857143,-66.0,194.0,-260.0,140,13.05,26.1,286.1,Restock Required,Order Immediately
11001,ASSTD DESIGN RACING CAR PEN,4829,7408.65,1.8730078125,2009-12-01,2011-12-06,251,12,25.151041666666668,0.1662231320368475,6.561141304347826,4885.0,812.0,4073.0,736,45.92798913043478,91.85597826086956,-3981.1440217391305,Sufficient Stock,Monitor Stock
15030,FAN BLACK FRAME ,254,73.66,0.29,2009-12-13,2011-12-06,26,1,9.76923076923077,0.0,0.3508287292817679,404.0,0.0,404.0,724,2.4558011049723754,4.911602209944751,-399.08839779005524,Sufficient Stock,Monitor Stock
15034,PAPER POCKET TRAVELING FAN ,10153,1416.2600000000002,0.357265625,2009-12-01,2011-12-08,255,10,50.51243781094527,0.1410481200077927,13.757452574525743,10266.0,1448.0,8818.0,738,96.3021680216802,192.6043360433604,-8625.39566395664,Sufficient Stock,Monitor Stock
15036,ASSORTED COLOURS SILK FAN,44272,32967.03,0.9932560483870968,2009-12-01,2011-12-09,991,14,102.24480369515013,0.0213636886282626,59.90798376184033,43485.0,929.0,42556.0,739,419.3558863328823,838.7117726657646,-41717.28822733423,Sufficient Stock,Monitor Stock
15039,SANDALWOOD FAN,5101,4345.62,1.1448376623376624,2009-12-03,2011-12-09,306,8,22.97747747747748,0.0052744676694666,6.921302578018996,5119.0,27.0,5092.0,737,48.44911804613297,96.89823609226595,-4995.1017639077345,Sufficient Stock,Monitor Stock
16008,SMALL FOLDING SCISSOR(POINTED EDGE),3141,422.96,0.156235294117647,2010-03-19,2011-12-09,85,8,44.23943661971831,0.0,4.977812995245642,1633.0,0.0,1633.0,631,34.84469096671949,69.68938193343898,-1563.3106180665611,Sufficient Stock,Monitor Stock
16010,FOLDING CAMPING SCISSOR W/KNIF & S,32,3.84,0.12,2010-01-17,2011-03-28,4,1,8.0,0.0,0.073394495412844,37.0,0.0,37.0,436,0.513761467889908,1.027522935779816,-35.972477064220186,Sufficient Stock,Monitor Stock
16011, ANIMAL STICKERS,3812,799.3199999999999,0.2095535714285714,2009-12-04,2011-12-07,112,3,36.304761904761904,0.0061443932411674,5.193460490463215,3906.0,24.0,3882.0,734,36.3542234332425,72.708446866485,-3809.291553133515,Sufficient Stock,Monitor Stock
16012,FOOD/DRINK SPUNGE STICKERS,2901,608.01,0.2094047619047619,2009-12-02,2011-12-05,83,6,39.73972602739726,0.0,3.9523160762942777,2973.0,0.0,2973.0,734,27.666212534059945,55.33242506811989,-2917.66757493188,Sufficient Stock,Monitor Stock
16014,SMALL CHINESE STYLE SCISSOR,29355,9513.1,0.395268817204301,2009-12-03,2011-12-09,93,6,337.41379310344826,0.0,39.8303934871099,30370.0,0.0,30370.0,737,278.8127544097693,557.6255088195386,-29812.37449118046,Sufficient Stock,Monitor Stock
16015,MEDIUM CHINESE STYLE SCISSOR,1572,711.38,0.4870769230769231,2009-12-03,2011-11-17,65,1,26.2,0.0,2.1986013986013986,1014.0,0.0,1014.0,715,15.39020979020979,30.78041958041958,-983.2195804195804,Sufficient Stock,Monitor Stock
16016,LARGE CHINESE STYLE SCISSOR,2314,1870.7,0.8401886792452831,2009-12-03,2011-12-09,106,7,23.612244897959183,0.0,3.1397557666214384,2338.0,0.0,2338.0,737,21.97829036635007,43.95658073270014,-2294.0434192672997,Sufficient Stock,Monitor Stock
16033,MINI HIGHLIGHTER PENS,15121,1544.52,0.1163999999999999,2009-12-10,2011-02-17,50,6,328.7173913043478,0.0376116596144804,34.760919540229885,12762.0,480.0,12282.0,435,243.3264367816092,486.6528735632184,-11795.347126436782,Sufficient Stock,Monitor Stock
16043,POP ART PUSH DOWN RUBBER ,2145,180.3,0.3184615384615384,2009-12-16,2011-06-09,13,2,165.0,0.5451523545706372,3.964879852125693,1805.0,984.0,821.0,541,27.75415896487985,55.5083179297597,-765.4916820702404,Sufficient Stock,Monitor Stock
16044,POP-ART FLUORESCENT PENS,6193,389.22,0.3,2010-01-07,2010-02-18,3,2,2064.333333333333,0.0,144.02325581395348,5112.0,0.0,5112.0,43,1008.1627906976744,2016.3255813953488,-3095.6744186046512,Sufficient Stock,Monitor Stock
16045,POPART WOODEN PENCILS ASST,9312,429.44,0.0496,2010-01-07,2011-12-05,74,4,150.19354838709677,0.0,13.340974212034384,4745.0,0.0,4745.0,698,93.38681948424069,186.77363896848138,-4558.2263610315185,Sufficient Stock,Monitor Stock
16046,TEATIME PEN CASE & PENS,10056,1223.5,0.9443548387096774,2009-12-04,2011-11-28,59,2,182.83636363636364,0.4594326522515374,13.870344827586209,10082.0,4632.0,5450.0,725,97.09241379310346,194.18482758620692,-5255.815172413793,Sufficient Stock,Monitor Stock
16047,POP ART PEN CASE & PENS,10612,1054.7,0.9583870967741934,2009-12-01,2010-10-24,31,2,379.0,0.491514174646819,32.353658536585364,10547.0,5184.0,5363.0,328,226.47560975609755,452.9512195121951,-4910.048780487805,Sufficient Stock,Monitor Stock
16048,TEATIME ROUND PENCIL SHARPENER ,3461,537.06,0.4025471698113207,2009-12-07,2011-12-08,105,7,39.32954545454545,0.0,4.728142076502732,3462.0,0.0,3462.0,732,33.09699453551912,66.19398907103825,-3395.8060109289618,Sufficient Stock,Monitor Stock
16049,TEATIME GEL PENS ASST,3169,560.48,0.381875,2009-12-04,2011-05-25,32,1,113.17857142857144,0.0,5.890334572490707,2772.0,0.0,2772.0,538,41.232342007434944,82.46468401486989,-2689.53531598513,Sufficient Stock,Monitor Stock
16050,TEATIME PENCIL WITH RUBBER,151,46.45,0.4,2010-02-16,2010-04-19,8,1,21.571428571428573,-0.0,2.3968253968253967,-692.0,0.0,-692.0,63,16.77777777777778,33.55555555555556,725.5555555555555,Restock Required,Order Immediately
16051,TEATIME PENCIL W STAMP ASST,941,84.69,0.4325,2009-12-10,2010-06-09,4,3,235.25,0.0,5.170329670329671,599.0,0.0,599.0,182,36.19230769230769,72.38461538461539,-526.6153846153846,Sufficient Stock,Monitor Stock
16052,TEATIME PUSH DOWN RUBBER,848,281.32,0.5685714285714285,2009-12-16,2011-06-09,35,3,25.696969696969692,0.0158520475561426,1.567467652495379,1514.0,24.0,1490.0,541,10.972273567467653,21.944547134935306,-1468.0554528650646,Sufficient Stock,Monitor Stock
16053,POPART COL BALLPOINT PEN ASST,4313,185.73,0.174,2010-01-07,2010-11-16,10,3,431.3,0.5264543300868649,13.735668789808916,3799.0,2000.0,1799.0,314,96.14968152866241,192.29936305732483,-1606.7006369426751,Sufficient Stock,Monitor Stock
16054,POPART RECT PENCIL SHARPENER ASST,1210,159.0,0.1738461538461538,2010-01-07,2011-12-04,39,4,34.57142857142857,0.0892561983471074,1.7360114777618365,1210.0,108.0,1102.0,697,12.152080344332855,24.30416068866571,-1077.6958393113343,Sufficient Stock,Monitor Stock
16119,FUNKY GIRL ADDRESS BOOK,273,130.71,1.0325,2009-12-10,2009-12-22,8,2,45.5,0.0,21.0,258.0,0.0,258.0,13,147.0,294.0,36.0,Restock Required,Order Immediately
16192,PINK BALLET OPENING CUBE BOX ,3,12.9,4.3,2009-12-18,2009-12-18,1,1,3.0,-0.0,3.0,-1.0,0.0,-1.0,1,21.0,42.0,43.0,Restock Required,Order Immediately
16212,FUNKY GIRLZ ASST MAGNETIC MEMO PAD,366,287.01,1.6778048780487806,2009-12-02,2010-11-12,37,3,10.457142857142856,0.0,1.0578034682080926,170.0,0.0,170.0,346,7.404624277456648,14.809248554913296,-155.1907514450867,Sufficient Stock,Monitor Stock
16215,FUNKY GIRLZ MAGNETIC TO DO LIST ,8,5.2,0.65,2009-12-03,2009-12-03,3,1,8.0,-0.0,8.0,-78.0,0.0,-78.0,1,56.0,112.0,190.0,Restock Required,Order Immediately
16216,LETTER SHAPE PENCIL SHARPENER,4158,371.64,0.2195505617977527,2009-12-04,2011-12-07,88,2,54.0,0.0264550264550264,5.664850136239782,4158.0,110.0,4048.0,734,39.653950953678475,79.30790190735695,-3968.692098092643,Sufficient Stock,Monitor Stock
16218,CARTOON  PENCIL SHARPENERS,4629,448.13,0.4536734693877551,2009-12-08,2011-12-09,98,4,55.10714285714285,0.0,6.323770491803279,4632.0,0.0,4632.0,732,44.26639344262295,88.5327868852459,-4543.4672131147545,Sufficient Stock,Monitor Stock
16219,HOUSE SHAPE PENCIL SHARPENER,3357,499.55,0.555703125,2009-12-06,2011-12-08,128,6,31.373831775700936,0.0142942227516378,4.57980900409277,3358.0,48.0,3310.0,733,32.05866302864939,64.11732605729878,-3245.8826739427013,Sufficient Stock,Monitor Stock
16225,RATTLE SNAKE EGGS,1520,1271.66,1.5598192771084338,2009-12-01,2011-12-09,165,3,11.968503937007874,0.0,2.0568335588633286,1530.0,0.0,1530.0,739,14.397834912043301,28.795669824086602,-1501.2043301759134,Sufficient Stock,Monitor Stock
16235,RECYCLED PENCIL WITH RABBIT ERASER,5827,1333.95,0.3089808917197452,2009-12-01,2011-12-09,310,6,26.48636363636364,-0.0435067059208374,7.884979702300406,-3057.0,133.0,-3190.0,739,55.19485791610284,110.38971583220568,3300.3897158322056,Restock Required,Order Immediately
16236,KITTY PENCIL ERASERS,2652,593.29,0.3033584905660377,2009-12-02,2011-12-08,260,7,13.461928934010151,0.0105026256564141,3.598371777476255,2666.0,28.0,2638.0,737,25.188602442333785,50.37720488466757,-2587.6227951153323,Sufficient Stock,Monitor Stock
16237,SLEEPING CAT ERASERS,10385,2233.15,0.2964957264957265,2009-12-01,2011-12-09,580,8,30.816023738872403,0.0083196196745291,14.05277401894452,10938.0,91.0,10847.0,739,98.36941813261164,196.73883626522328,-10650.261163734776,Sufficient Stock,Monitor Stock
16238,PARTY TIME PENCIL ERASERS,2447,559.54,0.3096624472573839,2009-12-01,2011-12-08,236,7,13.519337016574584,0.0,3.315718157181572,2525.0,0.0,2525.0,738,23.210027100271006,46.42005420054201,-2478.579945799458,Sufficient Stock,Monitor Stock
16239,BALLERINA HEART DECORATION.,347,492.17,2.6557142857142857,2009-12-02,2010-03-02,21,2,21.6875,0.0,3.813186813186813,340.0,0.0,340.0,91,26.69230769230769,53.38461538461538,-286.61538461538464,Sufficient Stock,Monitor Stock
16254,TRANSPARENT ACRYLIC TAPE DISPENSER,941,305.66,1.2665853658536586,2010-01-11,2011-11-30,40,2,29.40625,0.0,1.3657474600870827,893.0,0.0,893.0,689,9.56023222060958,19.12046444121916,-873.8795355587808,Sufficient Stock,Monitor Stock
16259,PIECE OF CAMO STATIONERY SET,5473,766.09,0.1461818181818181,2009-12-07,2011-11-13,55,4,107.31372549019608,0.0581092801387684,7.741159830268741,2306.0,134.0,2172.0,707,54.18811881188119,108.37623762376238,-2063.6237623762377,Sufficient Stock,Monitor Stock
17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,1211,299.35,0.2795652173913043,2009-12-04,2011-02-28,23,2,57.66666666666666,0.0031662269129287,2.6792035398230087,1895.0,6.0,1889.0,452,18.754424778761063,37.508849557522126,-1851.4911504424779,Sufficient Stock,Monitor Stock
17003,BROCADE RING PURSE ,70369,14766.42,0.3027272727272727,2009-12-01,2011-12-08,456,7,233.78405315614617,0.0103583426651735,95.3509485094851,71440.0,740.0,70700.0,738,667.4566395663957,1334.9132791327913,-69365.08672086721,Sufficient Stock,Monitor Stock
17021,NAMASTE SWAGAT INCENSE,3720,984.24,0.2949397590361446,2010-01-22,2011-12-05,76,2,53.142857142857146,0.0227008149010477,5.446559297218156,3436.0,78.0,3358.0,683,38.125915080527086,76.25183016105417,-3281.7481698389456,Sufficient Stock,Monitor Stock
17033,"BROCADE PURSE,SMALL ARCH BUTTON",3280,867.8399999999999,0.2853623188405796,2009-12-02,2010-10-19,69,1,58.57142857142857,0.03862660944206,10.186335403726709,932.0,36.0,896.0,322,71.30434782608697,142.60869565217394,-753.391304347826,Sufficient Stock,Monitor Stock
17038,PORCELAIN BUDAH INCENSE HOLDER,2559,254.51,0.4290909090909091,2009-12-14,2011-12-09,55,2,46.52727272727272,0.0,3.524793388429752,1259.0,0.0,1259.0,726,24.673553719008265,49.34710743801653,-1209.6528925619834,Sufficient Stock,Monitor Stock
17039,INLAID WOOD INCENSE HOLDER,3707,837.88,0.3774418604651163,2009-12-02,2010-08-09,43,2,95.05128205128206,0.0,14.768924302788845,2480.0,0.0,2480.0,251,103.38247011952191,206.76494023904382,-2273.235059760956,Sufficient Stock,Monitor Stock
17061,ASSORTED SHAPED STENCIL FOR HENNA,52,2.08,0.04,2009-12-07,2009-12-07,1,1,52.0,-0.0,52.0,-1146.0,0.0,-1146.0,1,364.0,728.0,1874.0,Restock Required,Order Immediately
17096,ASSORTED LAQUERED INCENSE HOLDERS,6240,1117.09,0.3223684210526316,2009-12-02,2011-07-19,76,2,91.76470588235294,0.0,10.487394957983192,6195.0,0.0,6195.0,595,73.41176470588235,146.8235294117647,-6048.176470588235,Sufficient Stock,Monitor Stock
17174,ASSTD RASTA KEY-CHAINS,36,15.12,0.42,2010-02-01,2011-11-24,7,3,6.0,0.0,0.0543806646525679,36.0,0.0,36.0,662,0.38066465256797527,0.7613293051359505,-35.23867069486405,Sufficient Stock,Monitor Stock
17178,FLAT PALM T-LIGHT HOLDER,133,156.65,1.234,2009-12-08,2010-09-16,24,1,5.782608695652174,0.0,0.469964664310954,129.0,0.0,129.0,283,3.2897526501766783,6.579505300353357,-122.42049469964664,Sufficient Stock,Monitor Stock
17181,CIRCLE OF FRIENDS CANDLE HOLDER,353,642.66,3.771641791044776,2009-12-01,2010-08-05,65,3,7.51063829787234,0.0,1.4233870967741935,318.0,0.0,318.0,248,9.963709677419354,19.927419354838708,-298.0725806451613,Sufficient Stock,Monitor Stock
18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,11396,1043.22,0.242972972972973,2009-12-02,2011-07-20,72,6,183.80645161290323,0.279394644935972,19.12080536912752,8590.0,2400.0,6190.0,596,133.84563758389265,267.6912751677853,-5922.3087248322145,Sufficient Stock,Monitor Stock
18010,ASSORTED FRAGRANCE BATH CONFETTI,64,30.16,0.5566666666666666,2009-12-01,2010-01-28,9,1,8.0,-0.0,1.0847457627118644,-708.0,0.0,-708.0,59,7.593220338983051,15.186440677966102,723.1864406779661,Restock Required,Order Immediately
20615,BLUE SPOTTY PASSPORT COVER,637,1077.81,2.625306122448979,2009-12-01,2011-12-08,195,4,4.423611111111111,0.0,0.8631436314363143,652.0,0.0,652.0,738,6.042005420054201,12.084010840108402,-639.9159891598916,Sufficient Stock,Monitor Stock
20616,CHERRY BLOSSOM PASSPORT COVER,283,449.26,2.0985123966942147,2009-12-01,2011-12-08,121,2,2.8585858585858586,0.0,0.3834688346883468,287.0,0.0,287.0,738,2.684281842818428,5.368563685636856,-281.63143631436316,Sufficient Stock,Monitor Stock
20617,FIRST CLASS PASSPORT COVER ,498,992.99,2.3980952380952383,2009-12-02,2011-12-08,105,9,5.242105263157895,0.0,0.6757123473541384,466.0,0.0,466.0,737,4.729986431478969,9.459972862957938,-456.54002713704205,Sufficient Stock,Monitor Stock
20618,QUEEN OF THE SKIES PASSPORT COVER ,297,648.54,2.278905109489051,2009-12-01,2011-12-06,137,4,2.5384615384615383,0.0,0.4035326086956521,259.0,0.0,259.0,736,2.8247282608695645,5.649456521739129,-253.35054347826087,Sufficient Stock,Monitor Stock
20619,TROPICAL PASSPORT COVER ,578,1014.42,2.341494845360825,2009-12-01,2011-12-05,194,6,3.6815286624203822,0.0,0.7863945578231293,584.0,0.0,584.0,735,5.504761904761905,11.00952380952381,-572.9904761904762,Sufficient Stock,Monitor Stock
