Date,Total_Quantity,Invoice_Count,SKU_Count,Rolling_7_Day_Demand,Rolling_30_Day_Demand,Year,Month,Week_Of_Year,Day_Of_Week,Is_Weekend,Total_Quantity_raw,day,week,month,quarter,year,day_of_week,is_weekend,is_holiday,lag_1,lag_3,lag_7,lag_14,lag_30,roll_mean_7,roll_median_7,roll_std_7,roll_max_7,roll_min_7,roll_mean_14,roll_median_14,roll_std_14,roll_max_14,roll_min_14,roll_mean_30,roll_median_30,roll_std_30,roll_max_30,roll_min_30,ema_7,ema_30,growth_rate_1d,growth_rate_7d,demand_trend_7,fourier_week_sin_1,fourier_week_cos_1,fourier_year_sin_1,fourier_year_cos_1,fourier_week_sin_2,fourier_week_cos_2,fourier_year_sin_2,fourier_year_cos_2
2009-12-31,0.0,0.0,0.0,0.0,13312.1,2009,12,53,3,False,0.0,31,53,12,4,2009,3,0,0,0.0,0.0,0.0,15413.0,26098.0,0.0,0.0,0.0,0.0,0.0,4777.642857142857,0.0,6606.110278861788,17402.0,0.0,14182.033333333333,13497.5,13551.440899296518,49221.0,0.0,1419.943457688888,9154.028108804065,0.0,0.0,-9555.285714285714,0.9749279121818246,-0.22252093395630992,0.49346814167723735,0.8697638720650646,-0.43388373911754985,-0.9009688679024231,0.8584015232918917,0.512978386299228
2010-01-01,0.0,0.0,0.0,0.0,12251.966666666667,2010,1,53,4,False,0.0,1,53,1,1,2010,4,0,1,0.0,0.0,0.0,17402.0,31804.0,0.0,0.0,0.0,0.0,0.0,3676.714285714286,0.0,5948.984702368198,17402.0,0.0,13312.1,12025.0,13597.719447101008,49221.0,0.0,1064.9100413094832,8477.909812144371,0.0,0.0,-7353.428571428572,0.4338837391175591,-0.9009688679024187,0.5083564379375122,0.8611467540480452,-0.7818314824680311,0.6234898018587318,0.8755389928586302,0.4831474640149687
2010-01-02,0.0,0.0,0.0,0.0,10611.266666666666,2010,1,53,5,True,0.0,2,53,1,1,2010,5,1,0,0.0,0.0,0.0,0.0,49221.0,0.0,0.0,0.0,0.0,0.0,2433.714285714286,0.0,4502.815536777139,14478.0,0.0,12251.966666666667,10152.0,13343.714019209074,49221.0,0.0,798.6557850962173,7857.526645318908,0.0,0.0,-4867.428571428572,-0.4338837391175571,-0.9009688679024196,0.5230943033491326,0.8522748088519838,0.7818314824680284,0.6234898018587353,0.8916401947968874,0.45274469960737107
2010-01-03,0.0,0.0,0.0,0.0,9904.266666666666,2010,1,53,6,True,0.0,3,53,1,1,2010,6,1,0,0.0,0.0,0.0,6245.0,21210.0,0.0,0.0,0.0,0.0,0.0,2433.714285714286,0.0,4502.815536777139,14478.0,0.0,10611.266666666666,7508.0,11546.354519286919,45332.0,0.0,598.9767951429833,7287.477698325692,0.0,0.0,-4867.428571428572,-0.9749279121818234,-0.22252093395631553,0.5376773767406141,0.8431506618282,0.4338837391175602,-0.9009688679024181,0.9066860720977985,0.4218060770826634
2010-01-04,10646.0,29.0,479.0,1520.857142857143,10088.5,2010,1,1,0,False,10646.0,4,1,1,1,2010,0,0,0,0.0,0.0,0.0,8771.0,5119.0,0.0,0.0,0.0,0.0,0.0,1987.642857142857,0.0,4404.46339361722,14478.0,0.0,9904.266666666666,5682.0,11524.33877206555,45332.0,0.0,449.2241346596104,6762.997374399691,0.0,0.0,-3975.285714285714,-0.7818314824680284,0.6234898018587354,0.5521013427459208,0.8337770129585915,-0.9749279121818246,-0.22252093395630979,0.9206588168102428,0.3903682146763026
2010-01-05,11296.0,36.0,620.0,3134.5714285714284,10080.6,2010,1,1,1,False,11296.0,5,1,1,1,2010,1,0,0,10646.0,0.0,0.0,14478.0,11533.0,1520.857142857143,0.0,4023.809779656233,10646.0,0.0,2121.5714285714284,0.0,4648.349330085394,14478.0,0.0,10088.5,7508.0,11489.326791448211,45332.0,0.0,2998.526136250782,7040.389700845679,0.061055795603982776,0.0,-1201.4285714285713,-1.2246467991473533e-15,1.0,0.5663619330814524,0.8241566360566663,-2.4492935982947065e-15,1.0,0.9335418911179212,0.35846832151248087
2010-01-06,7459.0,14.0,249.0,4200.142857142857,9730.733333333334,2010,1,1,2,False,7459.0,6,1,1,1,2010,2,0,0,11296.0,0.0,0.0,4578.0,17955.0,3134.5714285714284,0.0,5356.587310876918,11296.0,0.0,1894.2857142857142,0.0,4035.0251057949367,11296.0,0.0,10080.6,7508.0,11488.380752623121,45332.0,0.0,5072.960535544962,7342.3104881409145,-0.33967776203966005,0.0,2480.5714285714284,0.781831482468029,0.6234898018587345,0.580454927809098,0.8142923779467267,0.9749279121818242,-0.22252093395631195,0.945320046913132,0.3261441535642696
2010-01-07,40614.0,47.0,656.0,10002.142857142857,10313.1,2010,1,1,3,False,40614.0,7,1,1,1,2010,3,0,0,7459.0,10646.0,0.0,0.0,23143.0,4200.142857142857,0.0,5370.990176512193,11296.0,0.0,2100.0714285714284,0.0,4250.153055421102,11296.0,0.0,9730.733333333334,6852.0,11399.785672314749,45332.0,0.0,5669.484621499365,7350.536308859375,4.444965813111677,0.0,4200.142857142857,0.9749279121818238,-0.22252093395631314,0.5943761565849831,0.804187157621448,-0.4338837391175558,-0.9009688679024203,0.9559793438440766,0.2934339689665273
2010-01-08,12695.0,45.0,500.0,11815.714285714286,10141.6,2010,1,1,4,False,12695.0,8,1,1,1,2010,4,0,0,40614.0,11296.0,0.0,0.0,17840.0,10002.142857142857,7459.0,14409.317453515641,40614.0,0.0,5001.071428571428,0.0,11079.852098876,40614.0,0.0,10313.1,6852.0,12501.60130805319,45332.0,0.0,14405.769656692439,9681.453211673655,-0.6874230560890333,0.0,10002.142857142857,0.43388373911755934,-0.9009688679024186,0.6081214998935418,0.7938439653781019,-0.7818314824680315,0.6234898018587315,0.9655071658143364,0.2603764827344581
2010-01-09,0.0,0.0,0.0,11815.714285714286,9355.633333333331,2010,1,1,5,True,0.0,9,1,1,1,2010,5,1,0,12695.0,7459.0,0.0,0.0,23579.0,11815.714285714286,10646.0,13723.191474219664,40614.0,0.0,5907.857142857143,0.0,11158.283469155183,40614.0,0.0,10141.6,6852.0,12429.869307715851,45332.0,0.0,13978.07150760885,9891.458398891098,-1.0,0.0,11815.714285714286,-0.4338837391175569,-0.9009688679024197,0.6216868902665479,0.7832658619336791,0.7818314824680281,0.6234898018587357,0.9738922359149924,0.22701082094141847
